#================================================================#
# SMARTS2 -- Algorithms and performance assessment               #
#================================================================#
#
# APPENDIX: Extraterrestrial spectrum and absorption coefficients
#           at their reference temperature
#
# λ      E0nλ       Awλ        Aoλ      Anλ  
1361   0.3704   6.07E+01   0.00E+00    0.000
1362   0.3688   1.49E+02   0.00E+00    0.000
1363   0.3672   2.55E+01   0.00E+00    0.000
1364   0.3656   2.67E+01   0.00E+00    0.000
1365   0.364    9.13E+01   0.00E+00    0.000
1366   0.3638   1.66E+01   0.00E+00    0.000
1367   0.3636   2.48E+01   0.00E+00    0.000
1368   0.3634   9.50E+01   0.00E+00    0.000
1369   0.3632   2.89E+01   0.00E+00    0.000
1370   0.363    3.52E+01   0.00E+00    0.000
1371   0.363    5.18E+01   0.00E+00    0.000
1372   0.363    2.91E+01   0.00E+00    0.000
1373   0.363    1.53E+01   0.00E+00    0.000
1374   0.363    1.21E+01   0.00E+00    0.000
1375   0.363    1.27E+01   0.00E+00    0.000
1376   0.3622   1.20E+01   0.00E+00    0.000
1377   0.3614   1.26E+01   0.00E+00    0.000
1378   0.3606   6.50E+00   0.00E+00    0.000
1379   0.3598   1.83E+01   0.00E+00    0.000
1380   0.359    1.62E+01   0.00E+00    0.000
1381   0.359    5.03E+01   0.00E+00    0.000
1382   0.359    3.13E+01   0.00E+00    0.000
1383   0.359    6.73E+01   0.00E+00    0.000
1384   0.359    3.31E+01   0.00E+00    0.000
1385   0.359    4.00E+01   0.00E+00    0.000
1386   0.358    2.34E+01   0.00E+00    0.000
1387   0.357    8.81E+00   0.00E+00    0.000
1388   0.356    2.65E+01   0.00E+00    0.000
1389   0.355    7.99E+00   0.00E+00    0.000
1390   0.354    9.07E+00   0.00E+00    0.000
1391   0.3538   8.55E+00   0.00E+00    0.000
1392   0.3536   2.09E+01   0.00E+00    0.000
1393   0.3534   1.62E+01   0.00E+00    0.000
1394   0.3532   1.02E+01   0.00E+00    0.000
1395   0.353    3.75E+01   0.00E+00    0.000
1396   0.3522   5.20E+01   0.00E+00    0.000
1397   0.3514   1.89E+01   0.00E+00    0.000
1398   0.3506   5.14E+00   0.00E+00    0.000
1399   0.3498   6.88E+00   0.00E+00    0.000
1400   0.349    4.72E+01   0.00E+00    0.000
1401   0.3484   5.27E+01   0.00E+00    0.000
1402   0.3478   7.20E+00   0.00E+00    0.000
1403   0.3472   4.78E+00   0.00E+00    0.000
1404   0.3466   1.06E+01   0.00E+00    0.000
1405   0.346    3.46E+01   0.00E+00    0.000
1406   0.3454   5.10E+00   0.00E+00    0.000
1407   0.3448   2.01E+01   0.00E+00    0.000
1408   0.3442   5.14E+00   0.00E+00    0.000
1409   0.3436   1.26E+01   0.00E+00    0.000
1410   0.343    1.06E+01   0.00E+00    0.000
1411   0.3426   5.14E+00   0.00E+00    0.000
1412   0.3422   5.32E+00   0.00E+00    0.000
1413   0.3418   2.35E+00   0.00E+00    0.000
1414   0.3414   1.12E+01   0.00E+00    0.000
1415   0.341    1.29E+01   0.00E+00    0.000
1416   0.3408   1.70E+00   0.00E+00    0.000
1417   0.3406   1.88E+00   0.00E+00    0.000
1418   0.3404   2.80E+00   0.00E+00    0.000
1419   0.3402   1.07E+01   0.00E+00    0.000
1420   0.34     4.70E+00   0.00E+00    0.000
1421   0.341    3.21E+00   0.00E+00    0.000
1422   0.342    1.43E+00   0.00E+00    0.000
1423   0.343    3.51E+00   0.00E+00    0.000
1424   0.344    3.51E+00   0.00E+00    0.000
1425   0.345    2.32E+00   0.00E+00    0.000
1426   0.343    2.28E+00   0.00E+00    0.000
1427   0.341    1.30E+00   0.00E+00    0.000
1428   0.339    4.26E+00   0.00E+00    0.000
1429   0.337    1.85E+00   0.00E+00    0.000
1430   0.335    1.21E+00   0.00E+00    0.000
1431   0.3338   1.18E+00   0.00E+00    0.000
1432   0.3326   5.23E+00   0.00E+00    0.000
1433   0.3314   1.66E+00   0.00E+00    0.000
1434   0.3302   2.74E+00   0.00E+00    0.000
1435   0.329    2.29E+00   0.00E+00    0.000
1436   0.3282   1.57E+00   0.00E+00    0.000
1437   0.3274   1.96E+00   0.00E+00    0.000
1438   0.3266   3.93E+00   0.00E+00    0.000
1439   0.3258   1.01E+00   0.00E+00    0.000
1440   0.325    1.47E+00   0.00E+00    0.000
1441   0.3234   1.56E+00   0.00E+00    0.000
1442   0.3218   2.01E+00   0.00E+00    0.000
1443   0.3202   1.92E+00   0.00E+00    0.000
1444   0.3186   8.21E-01   0.00E+00    0.000
1445   0.317    1.35E+00   0.00E+00    0.000
1446   0.318    3.68E+00   0.00E+00    0.000
1447   0.319    1.45E+00   0.00E+00    0.000
1448   0.32     4.32E-01   0.00E+00    0.000
1449   0.321    4.44E-01   0.00E+00    0.000
1450   0.322    2.22E+00   0.00E+00    0.000
1451   0.3188   4.60E+00   0.00E+00    0.000
1452   0.3156   1.13E+00   0.00E+00    0.000
1453   0.3124   6.89E-01   0.00E+00    0.000
1454   0.3092   2.66E-01   0.00E+00    0.000
1455   0.306    8.77E-01   0.00E+00    0.000
1456   0.308    6.64E-01   0.00E+00    0.000
1457   0.31     3.65E-01   0.00E+00    0.000
1458   0.312    3.42E-01   0.00E+00    0.000
1459   0.314    1.55E-01   0.00E+00    0.000
1460   0.316    8.67E-01   0.00E+00    0.000
1461   0.315    4.93E-01   0.00E+00    0.000
1462   0.314    3.15E-01   0.00E+00    0.000
1463   0.313    1.45E+00   0.00E+00    0.000
1464   0.312    2.24E-01   0.00E+00    0.000
1465   0.311    7.58E-01   0.00E+00    0.000
1466   0.311    1.06E+00   0.00E+00    0.000
1467   0.311    1.99E+00   0.00E+00    0.000
1468   0.311    6.82E-01   0.00E+00    0.000
1469   0.311    4.68E-01   0.00E+00    0.000
1470   0.311    1.88E+00   0.00E+00    0.000
1471   0.3102   2.87E+00   0.00E+00    0.000
1472   0.3094   1.63E+00   0.00E+00    0.000
1473   0.3086   8.14E-01   0.00E+00    0.000
1474   0.3078   5.52E-01   0.00E+00    0.000
1475   0.307    1.01E-01   0.00E+00    0.000
1476   0.3062   9.16E-01   0.00E+00    0.000
1477   0.3054   1.01E+00   0.00E+00    0.000
1478   0.3046   1.06E+00   0.00E+00    0.000
1479   0.3038   3.74E-01   0.00E+00    0.000
1480   0.303    1.05E+00   0.00E+00    0.000
1481   0.3022   4.92E-01   0.00E+00    0.000
1482   0.3014   1.04E+00   0.00E+00    0.000
1483   0.3006   1.76E-01   0.00E+00    0.000
1484   0.2998   2.66E-01   0.00E+00    0.000
1485   0.299    2.94E-01   0.00E+00    0.000
1486   0.3      2.89E-01   0.00E+00    0.000
1487   0.301    9.36E-01   0.00E+00    0.000
1488   0.302    3.63E-01   0.00E+00    0.000
1489   0.303    1.04E-01   0.00E+00    0.000
1490   0.304    1.21E-01   0.00E+00    0.000
1491   0.3034   9.17E-02   0.00E+00    0.000
1492   0.3028   1.41E-01   0.00E+00    0.000
1493   0.3022   9.31E-02   0.00E+00    0.000
1494   0.3016   5.47E-02   0.00E+00    0.000
1495   0.301    1.02E-01   0.00E+00    0.000
1496   0.3002   1.21E-01   0.00E+00    0.000
1497   0.2994   3.86E-02   0.00E+00    0.000
1498   0.2986   7.56E-02   0.00E+00    0.000
1499   0.2978   3.80E-02   0.00E+00    0.000
1500   0.297    1.57E-02   0.00E+00    0.000
1501   0.2968   7.18E-03   0.00E+00    0.000
1502   0.2966   2.37E-02   0.00E+00    0.000
1503   0.2964   5.66E-02   0.00E+00    0.000
1504   0.2962   1.22E-01   0.00E+00    0.000
1505   0.296    5.77E-02   0.00E+00    0.000
1506   0.2952   4.69E-03   0.00E+00    0.000
1507   0.2944   8.66E-03   0.00E+00    0.000
1508   0.2936   1.76E-02   0.00E+00    0.000
1509   0.2928   7.08E-02   0.00E+00    0.000
1510   0.292    4.02E-03   0.00E+00    0.000
1511   0.292    5.51E-03   0.00E+00    0.000
1512   0.292    5.44E-03   0.00E+00    0.000
1513   0.292    1.30E-02   0.00E+00    0.000
1514   0.292    2.07E-02   0.00E+00    0.000
1515   0.292    3.80E-03   0.00E+00    0.000
1516   0.2912   6.26E-03   0.00E+00    0.000
1517   0.2904   8.91E-03   0.00E+00    0.000
1518   0.2896   8.83E-03   0.00E+00    0.000
1519   0.2888   9.94E-03   0.00E+00    0.000
1520   0.288    4.05E-03   0.00E+00    0.000
1521   0.2888   7.66E-04   0.00E+00    0.000
1522   0.2896   2.38E-03   0.00E+00    0.000
1523   0.2904   6.01E-04   0.00E+00    0.000
1524   0.2912   1.34E-03   0.00E+00    0.000
1525   0.292    2.97E-03   0.00E+00    0.000
1526   0.2904   2.77E-03   0.00E+00    0.000
1527   0.2888   3.03E-03   0.00E+00    0.000
1528   0.2872   7.01E-04   0.00E+00    0.000
1529   0.2856   1.58E-03   0.00E+00    0.000
1530   0.284    2.33E-03   0.00E+00    0.000
1531   0.2826   2.47E-03   0.00E+00    0.000
1532   0.2812   3.55E-04   0.00E+00    0.000
1533   0.2798   1.04E-04   0.00E+00    0.000
1534   0.2784   2.97E-04   0.00E+00    0.000
1535   0.277    9.33E-04   0.00E+00    0.000
1536   0.2772   3.37E-04   0.00E+00    0.000
1537   0.2774   8.18E-04   0.00E+00    0.000
1538   0.2776   1.30E-04   0.00E+00    0.000
1539   0.2778   3.66E-04   0.00E+00    0.000
1540   0.278    8.26E-05   0.00E+00    0.000
1541   0.2778   1.53E-04   0.00E+00    0.000
1542   0.2776   5.29E-04   0.00E+00    0.000
1543   0.2774   1.70E-04   0.00E+00    0.000
1544   0.2772   6.19E-04   0.00E+00    0.000
1545   0.277    8.44E-05   0.00E+00    0.000
1546   0.2768   3.06E-04   0.00E+00    0.000
1547   0.2766   1.19E-04   0.00E+00    0.000
1548   0.2764   1.12E-04   0.00E+00    0.000
1549   0.2762   4.82E-05   0.00E+00    0.000
1550   0.276    8.07E-05   0.00E+00    0.000
1551   0.2758   1.16E-04   0.00E+00    0.000
1552   0.2756   3.48E-04   0.00E+00    0.000
1553   0.2754   7.36E-05   0.00E+00    0.000
1554   0.2752   1.21E-04   0.00E+00    0.000
1555   0.275    7.01E-05   0.00E+00    0.000
1556   0.2746   9.18E-05   0.00E+00    0.000
1557   0.2742   7.18E-05   0.00E+00    0.000
1558   0.2738   7.35E-05   0.00E+00    0.000
1559   0.2734   8.61E-05   0.00E+00    0.000
1560   0.273    9.18E-05   0.00E+00    0.000
1561   0.2718   8.43E-05   0.00E+00    0.000
1562   0.2706   1.83E-04   0.00E+00    0.000
1563   0.2694   1.39E-04   0.00E+00    0.000
1564   0.2682   1.55E-04   0.00E+00    0.000
1565   0.267    8.06E-05   0.00E+00    0.000
1566   0.2664   1.18E-04   0.00E+00    0.000
1567   0.2658   8.61E-05   0.00E+00    0.000
1568   0.2652   1.23E-04   0.00E+00    0.000
1569   0.2646   5.87E-05   0.00E+00    0.000
1570   0.264    7.01E-05   0.00E+00    0.000
1571   0.2638   7.35E-05   0.00E+00    0.000
1572   0.2636   6.50E-05   0.00E+00    0.000
1573   0.2634   7.18E-05   0.00E+00    0.000
1574   0.2632   7.52E-05   0.00E+00    0.000
1575   0.263    6.02E-05   0.00E+00    0.000
1576   0.2622   9.37E-05   0.00E+00    0.000
1577   0.2614   6.18E-05   0.00E+00    0.000
1578   0.2606   5.55E-05   0.00E+00    0.000
1579   0.2598   1.27E-04   0.00E+00    0.000
1580   0.259    5.86E-05   0.00E+00    0.000
1581   0.2584   6.50E-05   0.00E+00    0.000
1582   0.2578   7.00E-05   0.00E+00    0.000
1583   0.2572   1.99E-04   0.00E+00    0.000
1584   0.2566   5.55E-05   0.00E+00    0.000
1585   0.256    7.00E-05   0.00E+00    0.000
1586   0.2548   1.65E-04   0.00E+00    0.000
1587   0.2536   2.19E-04   0.00E+00    0.000
1588   0.2524   6.02E-05   0.00E+00    0.000
1589   0.2512   5.55E-05   0.00E+00    0.000
1590   0.25     1.18E-04   0.00E+00    0.000
1591   0.2502   9.36E-05   0.00E+00    0.000
1592   0.2504   2.33E-04   0.00E+00    0.000
1593   0.2506   8.41E-05   0.00E+00    0.000
1594   0.2508   1.80E-04   0.00E+00    0.000
1595   0.251    1.02E-04   0.00E+00    0.000
1596   0.2512   1.45E-04   0.00E+00    0.000
1597   0.2514   2.79E-04   0.00E+00    0.000
1598   0.2516   9.35E-05   0.00E+00    0.000
1599   0.2518   9.16E-05   0.00E+00    0.000
1600   0.252    5.85E-05   0.00E+00    0.000
1601   0.251    9.94E-05   0.00E+00    0.000
1602   0.25     1.70E-04   0.00E+00    0.000
1603   0.249    6.33E-05   0.00E+00    0.000
1604   0.248    6.99E-05   0.00E+00    0.000
1605   0.247    6.01E-05   0.00E+00    0.000
1606   0.2474   6.66E-05   0.00E+00    0.000
1607   0.2478   6.33E-05   0.00E+00    0.000
1608   0.2482   1.48E-04   0.00E+00    0.000
1609   0.2486   8.41E-05   0.00E+00    0.000
1610   0.249    8.59E-05   0.00E+00    0.000
1611   0.2488   1.14E-04   0.00E+00    0.000
1612   0.2486   6.33E-05   0.00E+00    0.000
1613   0.2484   1.36E-04   0.00E+00    0.000
1614   0.2482   9.54E-05   0.00E+00    0.000
1615   0.248    7.51E-05   0.00E+00    0.000
1616   0.2474   8.96E-05   0.00E+00    0.000
1617   0.2468   1.45E-04   0.00E+00    0.000
1618   0.2462   6.99E-05   0.00E+00    0.000
1619   0.2456   1.80E-04   0.00E+00    0.000
1620   0.245    6.65E-05   0.00E+00    0.000
1621   0.2458   6.65E-05   0.00E+00    0.000
1622   0.2466   7.16E-05   0.00E+00    0.000
1623   0.2474   6.99E-05   0.00E+00    0.000
1624   0.2482   7.16E-05   0.00E+00    0.000
1625   0.249    1.25E-04   0.00E+00    0.000
1626   0.2484   7.16E-05   0.00E+00    0.000
1627   0.2478   6.82E-05   0.00E+00    0.000
1628   0.2472   7.16E-05   0.00E+00    0.000
1629   0.2466   6.99E-05   0.00E+00    0.000
1630   0.246    7.16E-05   0.00E+00    0.000
1631   0.2452   7.50E-05   0.00E+00    0.000
1632   0.2444   1.83E-04   0.00E+00    0.000
1633   0.2436   1.52E-04   0.00E+00    0.000
1634   0.2428   7.68E-05   0.00E+00    0.000
1635   0.242    1.55E-04   0.00E+00    0.000
1636   0.2408   7.68E-05   0.00E+00    0.000
1637   0.2396   1.01E-04   0.00E+00    0.000
1638   0.2384   7.67E-05   0.00E+00    0.000
1639   0.2372   1.50E-04   0.00E+00    0.000
1640   0.236    3.22E-04   0.00E+00    0.000
1641   0.2366   8.21E-05   0.00E+00    0.000
1642   0.2372   1.40E-04   0.00E+00    0.000
1643   0.2378   8.96E-05   0.00E+00    0.000
1644   0.2384   7.85E-05   0.00E+00    0.000
1645   0.239    2.33E-04   0.00E+00    0.000
1646   0.2384   3.53E-04   0.00E+00    0.000
1647   0.2378   9.93E-05   0.00E+00    0.000
1648   0.2372   1.29E-04   0.00E+00    0.000
1649   0.2366   1.52E-04   0.00E+00    0.000
1650   0.236    1.88E-04   0.00E+00    0.000
1651   0.2364   1.16E-04   0.00E+00    0.000
1652   0.2368   6.68E-04   0.00E+00    0.000
1653   0.2372   3.57E-04   0.00E+00    0.000
1654   0.2376   1.88E-04   0.00E+00    0.000
1655   0.238    1.90E-04   0.00E+00    0.000
1656   0.2378   2.85E-04   0.00E+00    0.000
1657   0.2376   3.39E-04   0.00E+00    0.000
1658   0.2374   2.39E-04   0.00E+00    0.000
1659   0.2372   1.22E-04   0.00E+00    0.000
1660   0.237    1.57E-04   0.00E+00    0.000
1661   0.2362   4.01E-04   0.00E+00    0.000
1662   0.2354   7.02E-04   0.00E+00    0.000
1663   0.2346   1.70E-04   0.00E+00    0.000
1664   0.2338   3.75E-04   0.00E+00    0.000
1665   0.233    1.45E-04   0.00E+00    0.000
1666   0.2328   5.53E-04   0.00E+00    0.000
1667   0.2326   1.36E-04   0.00E+00    0.000
1668   0.2324   9.33E-05   0.00E+00    0.000
1669   0.2322   5.79E-04   0.00E+00    0.000
1670   0.232    1.85E-04   0.00E+00    0.000
1671   0.2304   2.39E-04   0.00E+00    0.000
1672   0.2288   2.24E-04   0.00E+00    0.000
1673   0.2272   1.59E-04   0.00E+00    0.000
1674   0.2256   2.54E-04   0.00E+00    0.000
1675   0.224    2.51E-04   0.00E+00    0.000
1676   0.2242   5.18E-04   0.00E+00    0.000
1677   0.2244   3.94E-04   0.00E+00    0.000
1678   0.2246   5.79E-04   0.00E+00    0.000
1679   0.2248   1.90E-04   0.00E+00    0.000
1680   0.225    2.88E-04   0.00E+00    0.000
1681   0.2246   1.38E-04   0.00E+00    0.000
1682   0.2242   1.27E-04   0.00E+00    0.000
1683   0.2238   1.75E-04   0.00E+00    0.000
1684   0.2234   1.61E-03   0.00E+00    0.000
1685   0.223    1.33E-04   0.00E+00    0.000
1686   0.223    1.72E-04   0.00E+00    0.000
1687   0.223    5.31E-04   0.00E+00    0.000
1688   0.223    1.47E-04   0.00E+00    0.000
1689   0.223    2.57E-04   0.00E+00    0.000
1690   0.223    5.53E-04   0.00E+00    0.000
1691   0.222    3.59E-03   0.00E+00    0.000
1692   0.221    9.17E-04   0.00E+00    0.000
1693   0.22     1.33E-04   0.00E+00    0.000
1694   0.219    6.63E-04   0.00E+00    0.000
1695   0.218    1.38E-04   0.00E+00    0.000
1696   0.2186   2.69E-04   0.00E+00    0.000
1697   0.2192   8.13E-03   0.00E+00    0.000
1698   0.2198   1.72E-04   0.00E+00    0.000
1699   0.2204   5.66E-04   0.00E+00    0.000
1700   0.221    8.41E-04   0.00E+00    0.000
1702   0.219    1.45E-04   0.00E+00    0.000
1705   0.216    2.20E-03   0.00E+00    0.000
1710   0.207    2.25E-03   0.00E+00    0.000
1715   0.216    3.38E-03   0.00E+00    0.000
1720   0.209    2.60E-03   0.00E+00    0.000
1725   0.2      5.67E-03   0.00E+00    0.000
1730   0.194    6.07E-03   0.00E+00    0.000
1735   0.193    9.18E-03   0.00E+00    0.000
1740   0.195    9.86E-03   0.00E+00    0.000
1745   0.189    1.76E-02   0.00E+00    0.000
1750   0.191    1.01E-02   0.00E+00    0.000
1755   0.193    2.11E-02   0.00E+00    0.000
1760   0.188    1.35E-02   0.00E+00    0.000
1765   0.186    4.87E-02   0.00E+00    0.000
1770   0.18     3.33E-02   0.00E+00    0.000
1775   0.176    8.28E-02   0.00E+00    0.000
1780   0.174    1.35E-01   0.00E+00    0.000
1785   0.173    2.67E-01   0.00E+00    0.000
1790   0.172    1.77E-01   0.00E+00    0.000
1795   0.176    9.59E-01   0.00E+00    0.000
1800   0.172    1.36E+00   0.00E+00    0.000
1805   0.171    2.61E+00   0.00E+00    0.000
1810   0.163    3.62E+00   0.00E+00    0.000
1815   0.163    5.15E+00   0.00E+00    0.000
1820   0.162    1.19E+01   0.00E+00    0.000
1825   0.159    7.36E+00   0.00E+00    0.000
1830   0.159    1.89E+01   0.00E+00    0.000
1835   0.153    3.52E+01   0.00E+00    0.000
1840   0.156    5.87E+01   0.00E+00    0.000
1845   0.154    2.23E+01   0.00E+00    0.000
1850   0.151    3.58E+01   0.00E+00    0.000
1855   0.148    3.94E+01   0.00E+00    0.000
1860   0.146    2.70E+01   0.00E+00    0.000
1865   0.146    1.21E+01   0.00E+00    0.000
1870   0.138    7.89E+01   0.00E+00    0.000
1875   0.138    7.01E+01   0.00E+00    0.000
1880   0.143    1.04E+01   0.00E+00    0.000
1885   0.141    1.28E+01   0.00E+00    0.000
1890   0.14     1.29E+01   0.00E+00    0.000
1895   0.141    8.14E+00   0.00E+00    0.000
1900   0.136    4.03E+01   0.00E+00    0.000
1905   0.139    5.54E+01   0.00E+00    0.000
1910   0.141    1.18E+01   0.00E+00    0.000
1915   0.139    2.50E+01   0.00E+00    0.000
1920   0.137    1.95E+01   0.00E+00    0.000
1925   0.135    7.28E+00   0.00E+00    0.000
1930   0.135    7.49E+00   0.00E+00    0.000
1935   0.134    2.79E+00   0.00E+00    0.000
1940   0.132    3.39E+00   0.00E+00    0.000
1945   0.13     2.68E+00   0.00E+00    0.000
1950   0.129    9.47E-01   0.00E+00    0.000
1955   0.124    1.31E+00   0.00E+00    0.000
1960   0.128    8.17E-01   0.00E+00    0.000
1965   0.128    3.17E-01   0.00E+00    0.000
1970   0.127    1.45E-01   0.00E+00    0.000
1975   0.132    1.04E-01   0.00E+00    0.000
1980   0.127    9.98E-02   0.00E+00    0.000
1985   0.125    6.08E-02   0.00E+00    0.000
1990   0.123    6.16E-02   0.00E+00    0.000
1995   0.125    4.08E-02   0.00E+00    0.000
2000   0.118    2.54E-02   0.00E+00    0.000
2005   0.112    5.94E-02   0.00E+00    0.000
2010   0.116    5.96E-03   0.00E+00    0.000
2015   0.114    2.70E-02   0.00E+00    0.000
2020   0.115    1.47E-02   0.00E+00    0.000
2025   0.115    5.71E-03   0.00E+00    0.000
2030   0.112    1.10E-02   0.00E+00    0.000
2035   0.109    2.72E-03   0.00E+00    0.000
2040   0.109    5.76E-03   0.00E+00    0.000
2045   0.11     3.69E-03   0.00E+00    0.000
2050   0.106    4.10E-03   0.00E+00    0.000
2055   0.104    4.06E-03   0.00E+00    0.000
2060   0.102    5.01E-03   0.00E+00    0.000
2065   0.097    3.27E-03   0.00E+00    0.000
2070   0.101    3.88E-03   0.00E+00    0.000
2075   0.103    4.42E-03   0.00E+00    0.000
2080   0.099    2.31E-03   0.00E+00    0.000
2085   0.098    2.29E-03   0.00E+00    0.000
2090   0.1      2.55E-03   0.00E+00    0.000
2095   0.093    3.74E-03   0.00E+00    0.000
2100   0.095    6.94E-03   0.00E+00    0.000
2105   0.095    2.06E-03   0.00E+00    0.000
2110   0.089    3.49E-03   0.00E+00    0.000
2115   0.092    2.55E-03   0.00E+00    0.000
2120   0.089    3.63E-03   0.00E+00    0.000
2125   0.089    2.36E-03   0.00E+00    0.000
2130   0.089    2.46E-03   0.00E+00    0.000
2135   0.087    2.00E-03   0.00E+00    0.000
2140   0.092    1.35E-03   0.00E+00    0.000
2145   0.084    1.33E-03   0.00E+00    0.000
2150   0.083    3.69E-03   0.00E+00    0.000
2155   0.081    2.95E-03   0.00E+00    0.000
2160   0.084    4.51E-03   0.00E+00    0.000
2165   0.082    4.18E-03   0.00E+00    0.000
2170   0.084    3.83E-03   0.00E+00    0.000
2175   0.079    4.23E-03   0.00E+00    0.000
2180   0.077    3.48E-03   0.00E+00    0.000
2185   0.069    1.10E-02   0.00E+00    0.000
2190   0.074    3.38E-03   0.00E+00    0.000
2195   0.075    4.15E-03   0.00E+00    0.000
2200   0.084    4.87E-03   0.00E+00    0.000
2205   0.077    4.45E-03   0.00E+00    0.000
2210   0.077    2.78E-03   0.00E+00    0.000
2215   0.074    2.74E-03   0.00E+00    0.000
2220   0.079    2.01E-03   0.00E+00    0.000
2225   0.077    3.19E-03   0.00E+00    0.000
2230   0.077    1.20E-03   0.00E+00    0.000
2235   0.066    1.96E-03   0.00E+00    0.000
2240   0.061    1.20E-03   0.00E+00    0.000
2245   0.073    1.68E-03   0.00E+00    0.000
2250   0.077    1.28E-03   0.00E+00    0.000
2255   0.077    1.42E-03   0.00E+00    0.000
2260   0.072    1.48E-03   0.00E+00    0.000
2265   0.073    1.35E-03   0.00E+00    0.000
2270   0.066    1.45E-03   0.00E+00    0.000
2275   0.065    1.46E-03   0.00E+00    0.000
2280   0.07     1.55E-03   0.00E+00    0.000
2285   0.067    1.56E-03   0.00E+00    0.000
2290   0.067    1.66E-03   0.00E+00    0.000
2295   0.066    1.76E-03   0.00E+00    0.000
2300   0.067    3.22E-03   0.00E+00    0.000
2305   0.064    3.69E-03   0.00E+00    0.000
2310   0.063    5.66E-03   0.00E+00    0.000
2315   0.059    5.47E-03   0.00E+00    0.000
2320   0.054    5.73E-03   0.00E+00    0.000
2325   0.056    7.71E-03   0.00E+00    0.000
2330   0.056    4.95E-03   0.00E+00    0.000
2335   0.06     3.38E-03   0.00E+00    0.000
2340   0.059    2.15E-02   0.00E+00    0.000
2345   0.061    8.36E-03   0.00E+00    0.000
2350   0.062    3.15E-02   0.00E+00    0.000
2355   0.064    1.36E-02   0.00E+00    0.000
2360   0.066    1.11E-02   0.00E+00    0.000
2365   0.062    1.86E-02   0.00E+00    0.000
2370   0.062    6.29E-02   0.00E+00    0.000
2375   0.058    2.71E-02   0.00E+00    0.000
2380   0.056    6.31E-02   0.00E+00    0.000
2390   0.06     9.02E-02   0.00E+00    0.000
2395   0.059    5.52E-02   0.00E+00    0.000
2400   0.055    4.75E-02   0.00E+00    0.000
2405   0.056    1.43E-01   0.00E+00    0.000
2410   0.057    1.40E-01   0.00E+00    0.000
2415   0.054    3.75E-01   0.00E+00    0.000
2420   0.058    3.19E-01   0.00E+00    0.000
2425   0.055    1.53E-01   0.00E+00    0.000
2430   0.059    6.21E-02   0.00E+00    0.000
2435   0.055    1.11E+00   0.00E+00    0.000
2440   0.052    7.18E-02   0.00E+00    0.000
2445   0.05     5.47E-01   0.00E+00    0.000
2450   0.051    9.98E-01   0.00E+00    0.000
2455   0.052    3.92E-01   0.00E+00    0.000
2460   0.049    1.95E-01   0.00E+00    0.000
2465   0.054    4.71E-01   0.00E+00    0.000
2470   0.049    1.06E+00   0.00E+00    0.000
2475   0.054    9.07E-01   0.00E+00    0.000
2480   0.051    1.50E+00   0.00E+00    0.000
2485   0.048    2.87E+00   0.00E+00    0.000
2490   0.055    3.87E+00   0.00E+00    0.000
2495   0.047    4.10E+00   0.00E+00    0.000
2500   0.0512   1.80E+00   0.00E+00    0.000
2505   0.0505   3.16E+00   0.00E+00    0.000
2510   0.0491   3.28E+00   0.00E+00    0.000
2515   0.0478   9.45E+00   0.00E+00    0.000
2520   0.0469   3.72E+00   0.00E+00    0.000
2525   0.0463   9.35E+00   0.00E+00    0.000
2530   0.0466   3.29E+01   0.00E+00    0.000
2535   0.046    3.08E+01   0.00E+00    0.000
2540   0.0461   1.84E+01   0.00E+00    0.000
2545   0.0458   8.71E+01   0.00E+00    0.000
2550   0.0455   9.26E+01   0.00E+00    0.000
2555   0.0452   3.16E+01   0.00E+00    0.000
2560   0.0445   1.54E+02   0.00E+00    0.000
2565   0.0443   2.21E+02   0.00E+00    0.000
2570   0.0439   2.80E+02   0.00E+00    0.000
2575   0.0433   3.97E+02   0.00E+00    0.000
2580   0.043    2.37E+02   0.00E+00    0.000
2585   0.0425   6.95E+02   0.00E+00    0.000
2590   0.0422   4.44E+02   0.00E+00    0.000
2595   0.0419   1.53E+03   0.00E+00    0.000
2600   0.0417   3.43E+02   0.00E+00    0.000
2605   0.0416   1.63E+03   0.00E+00    0.000
2610   0.0413   6.78E+02   0.00E+00    0.000
2615   0.0411   8.77E+02   0.00E+00    0.000
2620   0.0409   1.01E+03   0.00E+00    0.000
2625   0.0404   3.24E+02   0.00E+00    0.000
2630   0.04     1.21E+03   0.00E+00    0.000
2635   0.0396   2.84E+02   0.00E+00    0.000
2640   0.0391   9.65E+01   0.00E+00    0.000
2645   0.0389   2.46E+02   0.00E+00    0.000
2650   0.0387   1.34E+02   0.00E+00    0.000
2655   0.0386   4.19E+02   0.00E+00    0.000
2660   0.0384   6.67E+02   0.00E+00    0.000
2665   0.0383   1.80E+03   0.00E+00    0.000
2670   0.0382   2.13E+03   0.00E+00    0.000
2675   0.0378   1.16E+03   0.00E+00    0.000
2680   0.0375   9.36E+02   0.00E+00    0.000
2685   0.0372   5.81E+02   0.00E+00    0.000
2690   0.0368   2.53E+02   0.00E+00    0.000
2695   0.0365   1.10E+03   0.00E+00    0.000
2700   0.036    3.18E+02   0.00E+00    0.000
2705   0.0359   1.46E+02   0.00E+00    0.000
2710   0.0357   1.31E+03   0.00E+00    0.000
2715   0.0356   2.23E+02   0.00E+00    0.000
2720   0.0355   1.44E+03   0.00E+00    0.000
2725   0.0353   8.64E+02   0.00E+00    0.000
